req_height,time,current_height,error,u,motor,acceleration,current_speed
5.00,48905,5.08,-0.07586,-0.13,-0.13,0.09,-0.13
5.00,48930,5.07,-0.07323,-0.12,-0.12,0.15,-0.12
5.00,48956,5.07,-0.07085,-0.12,-0.12,0.06,-0.12
5.00,48982,5.07,-0.06846,-0.12,-0.12,0.13,-0.12
5.00,49007,5.07,-0.06608,-0.12,-0.12,0.12,-0.12
5.00,49033,5.06,-0.06369,-0.11,-0.11,0.10,-0.11
5.00,49058,5.06,-0.06155,-0.11,-0.11,0.08,-0.11
5.00,49084,5.06,-0.05940,-0.11,-0.11,0.09,-0.11
5.00,49108,5.06,-0.05749,-0.11,-0.11,0.07,-0.11
5.00,49134,5.06,-0.05534,-0.10,-0.10,0.13,-0.10
5.00,49160,5.05,-0.05344,-0.10,-0.10,0.06,-0.10
5.00,49185,5.05,-0.05177,-0.10,-0.10,0.06,-0.10
5.00,49211,5.05,-0.04986,-0.10,-0.10,0.12,-0.10
5.00,49236,5.05,-0.04819,-0.10,-0.10,0.07,-0.10
5.00,49262,5.05,-0.04652,-0.09,-0.09,0.06,-0.09
5.00,49288,5.04,-0.04485,-0.09,-0.09,0.08,-0.09
5.00,49313,5.04,-0.04318,-0.09,-0.09,0.09,-0.09
5.00,49338,5.04,-0.04175,-0.09,-0.09,0.02,-0.09
5.00,49363,5.04,-0.04031,-0.09,-0.09,0.08,-0.09
5.00,49389,5.04,-0.03865,-0.08,-0.08,0.11,-0.08
5.00,49415,5.04,-0.03745,-0.09,-0.09,-0.01,-0.09
5.00,49440,5.04,-0.03602,-0.08,-0.08,0.12,-0.08
5.00,49466,5.03,-0.03459,-0.08,-0.08,0.06,-0.08
5.00,49491,5.03,-0.03340,-0.08,-0.08,0.03,-0.08
5.00,49517,5.03,-0.03220,-0.08,-0.08,0.05,-0.08
5.00,49543,5.03,-0.03101,-0.08,-0.08,0.07,-0.08
5.00,49568,5.03,-0.02982,-0.08,-0.08,0.06,-0.08
5.00,49594,5.03,-0.02863,-0.07,-0.07,0.05,-0.07
5.00,49619,5.03,-0.02743,-0.07,-0.07,0.07,-0.07
5.00,49645,5.03,-0.02648,-0.07,-0.07,0.00,-0.07
5.00,49670,5.03,-0.02529,-0.07,-0.07,0.09,-0.07
5.00,49695,5.02,-0.02433,-0.07,-0.07,0.02,-0.07
5.00,49721,5.02,-0.02338,-0.07,-0.07,0.04,-0.07
5.00,49746,5.02,-0.02242,-0.07,-0.07,0.05,-0.07
5.00,49772,5.02,-0.02147,-0.07,-0.07,0.05,-0.07
5.00,49798,5.02,-0.02052,-0.06,-0.06,0.04,-0.06
5.00,49823,5.02,-0.01956,-0.06,-0.06,0.05,-0.06
5.00,49849,5.02,-0.01885,-0.06,-0.06,-0.01,-0.06
5.00,49874,5.02,-0.01789,-0.06,-0.06,0.09,-0.06
5.00,49900,5.02,-0.01718,-0.06,-0.06,-0.01,-0.06
5.00,49926,5.02,-0.01646,-0.06,-0.06,0.03,-0.06
5.00,49951,5.02,-0.01551,-0.06,-0.06,0.09,-0.06
5.00,49977,5.01,-0.01479,-0.06,-0.06,-0.01,-0.06
5.00,50002,5.01,-0.01407,-0.06,-0.06,0.04,-0.06
5.00,50028,5.01,-0.01336,-0.06,-0.06,0.03,-0.06
5.00,50054,5.01,-0.01264,-0.06,-0.06,0.03,-0.06
5.00,50079,5.01,-0.01193,-0.06,-0.06,0.04,-0.06
5.00,50105,5.01,-0.01145,-0.06,-0.06,-0.01,-0.06
5.00,50130,5.01,-0.01097,-0.05,-0.05,0.02,-0.05
5.00,50156,5.01,-0.01026,-0.05,-0.05,0.07,-0.05
5.00,50182,5.01,-0.00978,-0.05,-0.05,-0.01,-0.05
5.00,50207,5.01,-0.00906,-0.05,-0.05,0.08,-0.05
5.00,50233,5.01,-0.00859,-0.05,-0.05,-0.02,-0.05
5.00,50259,5.01,-0.00787,-0.05,-0.05,0.08,-0.05
5.00,50285,5.01,-0.00740,-0.05,-0.05,-0.02,-0.05
5.00,50311,5.01,-0.00692,-0.05,-0.05,0.02,-0.05
5.00,50336,5.01,-0.00668,-0.05,-0.05,-0.02,-0.05
5.00,50362,5.01,-0.00620,-0.05,-0.05,0.05,-0.05
5.00,50387,5.01,-0.00573,-0.05,-0.05,0.03,-0.05
5.00,50413,5.01,-0.00501,-0.05,-0.05,0.07,-0.05
5.00,50439,5.00,-0.00477,-0.05,-0.05,-0.06,-0.05
5.00,50464,5.00,-0.00429,-0.05,-0.05,0.06,-0.05
5.00,50490,5.00,-0.00406,-0.05,-0.05,-0.02,-0.05
5.00,50516,5.00,-0.00358,-0.05,-0.05,0.06,-0.05
5.00,50541,5.00,-0.00334,-0.05,-0.05,-0.03,-0.05
5.00,50568,5.00,-0.00262,-0.04,-0.04,0.10,-0.04
5.00,50593,5.00,-0.00239,-0.05,-0.05,-0.06,-0.05
5.00,50619,5.00,-0.00191,-0.04,-0.04,0.05,-0.04
5.00,50644,5.00,-0.00167,-0.04,-0.04,-0.02,-0.04
5.00,50670,5.00,-0.00143,-0.04,-0.04,0.01,-0.04
5.00,50696,5.00,-0.00119,-0.04,-0.04,0.01,-0.04
5.00,50721,5.00,-0.00072,-0.04,-0.04,0.06,-0.04
5.00,50747,5.00,-0.00024,-0.04,-0.04,0.02,-0.04
5.00,50772,5.00,0.00000,-0.04,-0.04,-0.02,-0.04
5.00,50798,5.00,0.00024,-0.04,-0.04,0.01,-0.04
5.00,50823,5.00,0.00024,-0.04,-0.04,-0.04,-0.04
5.00,50848,5.00,0.00048,-0.04,-0.04,0.05,-0.04
5.00,50873,5.00,0.00072,-0.04,-0.04,0.01,-0.04
5.00,50898,5.00,0.00072,-0.04,-0.04,-0.04,-0.04
5.00,50924,5.00,0.00095,-0.04,-0.04,0.05,-0.04
5.00,50949,5.00,0.00119,-0.04,-0.04,0.01,-0.04
5.00,50973,5.00,0.00143,-0.04,-0.04,0.02,-0.04
5.00,50999,5.00,0.00191,-0.04,-0.04,0.06,-0.04
5.00,51023,5.00,0.00239,-0.04,-0.04,0.02,-0.04
5.00,51049,5.00,0.00262,-0.04,-0.04,-0.03,-0.04
5.00,51074,5.00,0.00262,-0.04,-0.04,-0.04,-0.04
5.00,51099,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51125,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51149,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51174,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51200,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51224,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51250,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51274,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51299,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51324,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51349,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51374,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51399,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51424,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51449,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51474,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51499,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51524,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51549,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51573,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51599,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51623,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51649,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51674,5.00,0.00262,-0.04,-0.04,0.00,-0.04
5.00,51698,5.00,0.00262,-0.04,-0.04,0.00,-0.04
